20,-18
-7,13
-25,21
-11,-47
-1,-23
-2,-43
21,-45
-12,-25
-29,21
-12,-37
20,-41
-2,4
-38,-36
37,38
-1,23
19,31
-41,-11
42,30
-20,-11
6,37
-8,-49
0,-34
2,33
-21,16
-22,-26
26,-25
-27,24
-49,11
33,38
1,-39
34,0
3,25
6,16
48,-17
-37,7
44,31
-35,0
21,19
8,-18
-48,-21
35,-28
11,-24
46,-5
8,-15
-12,-19
46,-9
36,-3
-46,40
-3,23
9,36
34,45
4,19
-21,44
-39,22
-47,-18
-47,1
37,-26
-24,12
38,-21
29,-38
-42,13
45,31
11,4
44,18
-3,30
-27,35
22,-35
-6,39
16,41
47,-47
-15,36
-17,-43
-21,-5
2,13
-28,-9
-47,-31
44,-2
28,-28
-49,22
-41,24
-49,-7
-23,-28
-40,-32
29,22
29,-14
46,46
-19,26
27,-28
-18,39
3,-33
-48,-18
-3,-44
28,-46
40,-24
-13,-28
38,44
33,-26
-47,42
9,-39
46,-39
14,30
33,35
-5,-44
38,-32
20,6
40,-38
-30,41
23,18
45,-28
-6,-44
-22,3
-13,7
-3,-47
-36,-42
24,35
11,-29
42,-7
1,-29
-2,10
10,22
-34,22
5,29
-18,27
24,41
0,-16
46,-11
16,41
33,-38
-5,-24
-11,-7
42,30
-6,34
44,19
-30,27
-10,2
-28,-15
10,21
40,4
48,6
-23,19
-22,-28
7,-8
38,-26
3,-48
8,-9
26,-28
-28,-31
30,-14
-21,20
34,12
7,47
1,47
-38,11
28,45
-49,-21
-37,37
49,19
-35,20
-27,-48
46,21
-34,-31
-31,48
25,-49
-37,-7
40,5
-24,-22
21,14
-37,-19
19,10
-20,-23
-4,8
-49,-20
-21,38
-28,2
-46,-40
-37,-22
23,-36
-3,-10
28,3
-28,-38
-1,-13
-45,-4
-47,34
-33,-14
7,34
-49,12
21,20
-23,7
-31,38
20,37
28,10
-11,31
-7,48
4,8
-32,22
2,-33
-11,-31
27,-41
3,4
-22,-6
22,35
45,-31
-41,0
5,-46
36,39
